,uuid,frameVersion,setCode,isOnlineOnly,isTextless,keywords,name,text,type,rules,leaked_names,has_leakage
10366,23b95d9e-cd70-53d5-8b0f-9fb43043f8b1,2015,CLU,False,False,Haste,Headliner Scarlett,"Haste
When Headliner Scarlett enters, creatures target player controls can't block this turn.
At the beginning of your upkeep, exile the top card of your library face down. You may look at and play that card this turn.",Legendary Creature — Human Warlock,"If Headliner Scarlett leaves the battlefield, the effect allowing you to look at and play the exiled card continues to apply for the rest of the turn.Once the turn ends, you can't look at or play the card exiled with Headliner Scarlett that turn. It remains face down in exile, and no one can look at it.",[],False
10384,c875f12e-8b08-5e7c-8a3a-484091016d1b,2015,LTR,False,False,Haste,"The Balrog, Durin's Bane","This spell costs {1} less to cast for each permanent sacrificed this turn.
Haste
The Balrog can't be blocked except by legendary creatures.
When The Balrog dies, destroy target artifact or creature an opponent controls.",Legendary Creature — Avatar Demon,"The Balrog, Durin's Bane's first ability can't reduce its cost to less than {B}{R}.The Balrog, Durin's Bane's first ability counts every permanent that was sacrificed this turn, by any player.",[],False
10395,d26c11a8-25f7-5c17-bee7-0e761d15891e,2015,CLU,False,False,Trample,Fire Urchin,"Trample
Whenever you cast an instant or sorcery spell, this creature gets +1/+0 until end of turn.",Creature — Elemental,Fire Urchin’s triggered ability resolves before the spell that caused it to trigger. It resolves even if that spell is countered.,[],False
10398,d0b8b82b-f467-52f1-aaa2-a6c29de1575f,2015,WOE,False,False,,Verdant Outrider,{1}{G}: This creature can't be blocked by creatures with power 2 or less this turn.,Creature — Human Knight,Activating Verdant Outrider's ability after it has become blocked by a creature with power 2 or less won't cause it to become unblocked.,[],False
10405,4496045b-69bd-5777-9481-51155db3d2c5,2015,CLU,False,False,Trample,Herald of Ilharg,"Trample
Whenever you cast a creature spell, put two +1/+1 counters on this creature. If that spell has mana value 5 or greater, this creature deals damage equal to the number of counters on it to each opponent.",Creature — Boar Beast,"If Herald of Ilharg leaves the battlefield before its last ability resolves, use the number of counters that were on Herald of Ilharg as it last existed on the battlefield to determine how much damage to deal.Herald of Ilharg's last ability resolves before the spell that caused it to trigger. It resolves even if that spell is countered.",[],False
10414,9dab74b6-103d-5dad-a7eb-91b66fd0f2ad,2015,LCI,False,False,,Abyssal Gorestalker,"When this creature enters, each player sacrifices two creatures of their choice.",Creature — Horror,"As the enters-the-battlefield ability resolves, first the player whose turn it is chooses which two creatures they are going to sacrifice, then each other player in turn order does the same. Players will know the choices of previous players when making their choices. Then all creatures are sacrificed by their controllers simultaneously.If a player controls only one creature as the ability resolves, they must sacrifice it.You may sacrifice Abyssal Gorestalker to its own ability. If it is the only creature you control or one of two creatures you control, you must sacrifice it.",[],False
10434,fb66b817-82fe-5453-88b7-bd6ca4a70fae,2015,REX,False,False,,Don't Move,"Destroy all tapped creatures. Until your next turn, whenever a creature becomes tapped, destroy it.",Sorcery,Don't Move won't affect a creature that enters the battlefield tapped.,[],False
10436,24009282-abc0-5e7a-8341-e7a119fbfb77,2015,LCC,False,False,"Flying, Proliferate",Merfolk Skydiver,"Flying
When this creature enters, put a +1/+1 counter on target creature you control.
{3}{G}{U}: Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",Creature — Merfolk Mutant,You may choose Merfolk Skydiver as the target of its own ability.,[],False
10443,f58326fc-bf0c-5c56-b4c6-1de5412fe15e,2015,MOC,False,False,,The Pit,"When you planeswalk to The Pit, each player creates their choice of a 3/3 white Angel creature token with flying or a 6/6 black Demon creature token with flying, trample, and ""At the beginning of your upkeep, sacrifice another creature. If you can't, this token deals 6 damage to you.""
Whenever chaos ensues, each player sacrifices a nonartifact creature of their choice.",Plane — The Abyss,"To resolve the first ability, starting with you and proceeding in turn order, each player chooses which creature token they're creating. Then all creature tokens are created and enter the battlefield at the same time.",[],False
10447,94fd4d29-3a77-5c60-80da-e2d57d826a33,2015,PIP,False,False,"Equip, Flash",Silver Shroud Costume,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains shroud until end of turn. (It can't be the target of spells or abilities.)
Equipped creature can't be blocked.
Equip {3}",Artifact — Equipment,Attaching Silver Shroud Costume to a creature that has already been blocked won't cause it to become unblocked.,[],False
10469,89077f37-dcc0-545e-82ac-b0c4e316ffec,2015,MKM,False,False,Solved,Case of the Gorgon's Kiss,"When this Case enters, destroy up to one target creature that was dealt damage this turn.
To solve — Three or more creature cards were put into graveyards from anywhere this turn. (If unsolved, solve at the beginning of your end step.)
Solved — This Case is a 4/4 Gorgon creature with deathtouch and lifelink in addition to its other types.",Enchantment — Case,"The ""to solve"" ability of Case of the Gorgon's Kiss looks at what type the cards are after they move to the graveyard to determine whether the ability should trigger, regardless of any types they may have had before they were in the graveyard. For example, a creature card that has become a noncreature permanent will count toward the ability's condition when it's put into a graveyard. By contrast, a noncreature card that has become a creature on the battlefield will not count toward the ability's condition when it's put into a graveyard.Tokens are not cards and, as such, do not count toward Case of the Gorgon's Kiss ""to solve"" ability.",[],False
10477,29666e28-f483-5a53-afdf-831ba92a0124,2015,MOC,False,False,Constellation,Nyx,"Nontoken creatures are enchantments in addition to their other types.
Constellation — Whenever an enchantment you control enters, you gain 1 life.
Whenever chaos ensues, choose a color. Add an amount of mana of that color equal to your devotion to that color.",Plane — Theros,"The chaos ability isn’t a mana ability. It uses the stack and can be responded to. You choose the color as the ability resolves. Once the ability starts resolving and you’ve chosen a color, it’s too late for anyone to respond and change your devotion to any color.A player’s devotion to a color is equal to the number of mana symbols of that color among the mana costs of permanents that player controls.Nyx’s first ability will apply to nontoken creatures from the moment they enter the battlefield. Notably, a nontoken creature entering the battlefield will cause the constellation ability to trigger.",[],False
10480,6570ab5c-4582-5b8a-8072-11340f966e53,2015,WHO,False,False,Detain,Stormcage Containment Facility,"Each creature card in your graveyard has escape. The escape cost is equal to the card's mana cost plus exile three other cards from your graveyard. (You may cast cards from your graveyard for their escape cost.)
Whenever chaos ensues, detain target creature an opponent controls. (Until your next turn, that creature can't attack or block and its activated abilities can't be activated.)",Plane — Unknown Planet,"If you're casting a modal double-faced card with escape, you choose how you wish to cast it, then pay the appropriate cost (for the face you're casting) plus exiling three other cards.After an escaped spell resolves, it returns to its owner's graveyard if it's not a permanent spell. If it is a permanent spell, it enters the battlefield and will return to its owner's graveyard if it dies later. Perhaps it will escape again.",[],False
10484,c9fc3e89-f6f3-55e1-a688-4d664ccaf54c,2015,REX,False,False,Imprint,Dino DNA,"Imprint — {1}, {T}: Exile target creature card from a graveyard. Activate only as a sorcery.
{6}: Create a token that's a copy of target creature card exiled with this artifact, except it's a 6/6 green Dinosaur creature with trample. Activate only as a sorcery.",Artifact,"The token copies exactly what was printed on the original card and nothing else, except the characteristics it specifically modifies.Any enters-the-battlefield abilities of the copied card will trigger when the token enters the battlefield. Any ""as [this creature] enters the battlefield"" or ""[this creature] enters the battlefield with"" abilities of the copied card will also work.",[],False
10489,65c19016-ca91-5e0d-9552-fe0022f61d8b,2015,WOE,False,False,Food,Spider Food,"Destroy up to one target artifact, enchantment, or creature with flying. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",Sorcery,"You can cast Spider Food without a target just to create a Food token. However, if you do choose a target, and that target is illegal at the time Spider Food tries to resolve, the spell won't resolve and none of its effects will happen. You won't create a Food token.",[],False
10500,3a0478d9-27ca-58c0-820c-60b21fe996f3,2015,MKM,False,False,Disguise,Flourishing Bloom-Kin,"This creature gets +1/+1 for each Forest you control.
Disguise {4}{G}
When this creature is turned face up, search your library for up to two Forest cards and reveal them. Put one of them onto the battlefield tapped and the other into your hand, then shuffle.",Creature — Plant Elemental,"If you find only one Forest card with Flourishing Bloom-Kin's last ability, you'll put it onto the battlefield tapped. You won't have the option to put it into your hand.",[],False
10502,f5c4cf40-ff01-54cf-a0e4-065ff2eeeb21,2015,CLU,False,False,"Flying, Trample","Rakdos, the Showstopper","Flying, trample
When Rakdos enters, flip a coin for each creature that isn't a Demon, Devil, or Imp. Destroy each creature whose coin comes up tails.",Legendary Creature — Demon,"All of the creatures whose coins come up tails are destroyed at the same time.Players can't take any action between the time that coins are flipped and the time creatures are destroyed. For example, if they wish to cast a spell to have a creature gain indestructible, they must do so before Rakdos's triggered ability resolves, without knowing whether that creature's coin will come up heads or tails.",[],False
10506,eff5e0cd-0632-50b8-bc9a-1cf33cc97b4f,2015,LTR,False,False,,Entish Restoration,"Sacrifice a land. Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle. If you control a creature with power 4 or greater, instead search your library for up to three basic land cards, put them onto the battlefield tapped, then shuffle.",Instant,"You sacrifice the lands as part of the resolution of Entish Restoration. It isn't an additional cost. If Entish Restoration is countered, you won't sacrifice any lands.",[],False
10507,18c0a2e6-f7c1-52dd-9cb2-30c57acfe46f,2015,MOM,False,False,"Haste, Trample",Rampaging Raptor,"Trample, haste
{2}{R}: This creature gets +2/+0 until end of turn.
Whenever this creature deals combat damage to an opponent, it deals that much damage to target planeswalker that player controls or battle that player protects.",Creature — Dinosaur,"Unlike many similar abilities, Rampaging Raptor's triggered ability triggers whenever it deals combat damage to an opponent, not to a player. If it happens to deal combat damage to you (usually due to a redirection effect, which would be unusual), the ability won't trigger.",[],False
10540,f7ce5230-4eae-5cfd-948f-3a15a1f14c8f,2015,LTC,False,False,Food,Of Herbs and Stewed Rabbit,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Put a +1/+1 counter on up to one target creature. Create a Food token.
II — Draw a card. Create a Food token.
III — Create a 1/1 white Halfling creature token for each Food you control.",Enchantment — Saga,"When Of Herbs and Stewed Rabbit's first chapter ability triggers, you can choose not to target a creature just to create a Food token. However, if you do choose a target, and that target is illegal at the time the ability tries to resolve, the ability won't resolve and none of its effects will happen. You won't create a Food token.",[],False
10543,6c9b9f4d-7df2-525b-8fa9-bae5aaae48e5,2015,WOE,False,False,"Role token, Scry",Living Lectern,"{1}, Sacrifice this creature: Draw a card. Create a Sorcerer Role token attached to up to one other target creature you control. Activate only as a sorcery. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1 and has ""Whenever this creature attacks, scry 1."")",Artifact Creature — Construct,"You can activate Living Lectern's ability without a target just to draw a card. However, if you do choose a target, and that target is illegal at the time the ability tries to resolve, the ability won't resolve and none of its effects will happen. You won't draw a card.If you don't choose a target creature, the Sorcerer Role token won't be created.",[],False
10560,d8711ce6-7256-5dfd-9199-495464132f67,2015,J22,False,False,Raid,Brazen Cannonade,"Whenever an attacking creature you control dies, this enchantment deals 2 damage to each opponent.
Raid — At the beginning of each of your postcombat main phases, if you attacked this turn, exile the top card of your library. Until end of combat on your next turn, you may play that card.",Enchantment,"The card exiled by the raid ability is exiled face up. Playing a card exiled with this ability follows the normal rules for playing the card. You must pay its costs, and you must follow all applicable timing rules. For example, if it's a creature card, you can cast it only during your main phase while the stack is empty.If you exile a land card with the raid ability, you may play that land only if you have any available land plays. Normally, this means you can play the land only if you haven't played a land yet that turn.",[],False
10584,168f7591-26e1-56a3-bd12-c30df51ddb05,2015,LCC,False,False,,Azure Fleet Admiral,"When this creature enters, you become the monarch.
This creature can't be blocked by creatures the monarch controls.",Creature — Human Pirate,"Azure Fleet Admiral's last ability normally means that it can't be blocked while attacking the monarch or a planeswalker the monarch controls. In some variants with shared team turns, such as Two-Headed Giant, creatures controlled by the monarch's teammate can block Azure Fleet Admiral, even if it's attacking the monarch.",[],False
10586,0c677ddd-6fb1-5796-96fd-80610f7dc420,2015,MOM,False,False,,Zhalfirin Shapecraft,"Target creature has base power and toughness 4/3 until end of turn.
Draw a card.",Instant,"Zhalfirin Shapecraft overwrites all previous effects that set the creature’s base power and toughness to specific values. Any power- or toughness-setting effects that start to apply after the ability resolves will overwrite this effect.Zhalfirin Shapecraft doesn’t affect the creature’s card types, creature types, or abilities.",[],False
10591,044adcac-fcff-5081-8df9-cd517cd6aab5,2015,LCI,False,False,,Burning Sun Cavalry,"Whenever this creature attacks or blocks while you control a Dinosaur, this creature gets +1/+1 until end of turn.",Creature — Human Knight,"If you controlled a Dinosaur when you declared Burning Sun Cavalry as an attacker or blocker, it doesn't matter whether you still control one as its ability resolves. Burning Sun Cavalry will still get +1/+1 until end of turn.",[],False
10593,52ae2f25-23fb-5275-9722-f5f7e07ddfb9,2015,MOM,False,False,"Flying, Vigilance, Transform",Mutagen Connoisseur,"Flying, vigilance
This creature gets +1/+0 for each transformed permanent you control.",Creature — Vedalken Mutant,"A ""transformed permanent"" is a double-faced permanent with its back face up. Notably, modal double-faced permanents and melded permanents are never transformed permanents, no matter which faces are up.",[],False
10606,a97bc16f-1983-5e89-a171-e8bd8c115185,2015,WOE,False,False,Flying,Malevolent Witchkite,"Flying
When this creature enters, sacrifice any number of artifacts, enchantments, and/or tokens, then draw that many cards.",Creature — Dragon Warlock,"As Malevolent Witchkite's triggered ability resolves, you may choose to sacrifice zero permanents.If any abilities trigger when you sacrifice permanents, those abilities won't be put onto the stack until after you've drawn cards. Those abilities won't trigger if you choose to sacrifice zero permanents.",[],False
10607,dad47f02-0cda-5034-97a2-a6ebde9b5c63,2015,CMM,False,False,,Heartless Act,"Choose one —
• Destroy target creature with no counters on it.
• Remove up to three counters from target creature.",Instant,"If you choose the second mode for Heartless Act, you choose which counters to remove from the creature, no matter who controls the creature. You may choose counters of different kinds.If you choose the first mode and the creature gains a counter in response, you can't remove counters from it instead; the spell just doesn't resolve. Similarly, if you choose the second mode and the creature loses its counters in response, you can't destroy it instead.",[],False
10609,6ebbdbcd-a59b-5e24-a1f8-d83f855b3392,2015,LCC,False,False,Equip,Arm-Mounted Anchor,"Equipped creature gets +2/+2 and has menace.
Whenever equipped creature deals combat damage to a player, draw two cards. Then discard two cards unless you discard a Pirate card.
Equip {2}. This ability costs {2} less to activate if you have one or fewer cards in hand.",Artifact — Equipment,"You can discard either one Pirate card or two cards which may or may not be Pirates. If you really want to, you can discard two Pirate cards. (Admiral Brass will remember this.)",[],False
10616,ecfdea28-c19c-590a-8617-ed87fa850b3f,2015,MOC,False,False,,The Caldaia,"Creature spells you cast from your hand have blitz {3}. (If you cast a spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)
Whenever chaos ensues, return target creature card from your graveyard to your hand.",Plane — Capenna,"If a creature enters the battlefield as a copy of or becomes a copy of a creature whose blitz cost was paid, the copy won’t have haste, won’t be sacrificed, and its controller won’t draw a card when it dies.If you pay the blitz cost to cast a creature spell, that permanent will be sacrificed only if it’s still on the battlefield when that triggered ability resolves. If it dies or goes to another zone before then, it will stay where it is.If you choose to pay the blitz cost rather than the mana cost, you’re still casting the spell. It goes on the stack and can be responded to and countered. You can cast a creature spell for its blitz cost only if you could cast that creature spell. Most of the time, this means during your main phase when the stack is empty.The triggered ability that lets the creature’s controller draw a card triggers when it dies for any reason, not just when you sacrifice it during the end step.You don’t have to attack with the creature with blitz unless another ability says you do.",[],False
10621,f221e698-583e-5d98-9de3-84b874881dc0,2015,LTR,False,False,"Equip, Flash",Galadhrim Bow,"Flash
When this Equipment enters, attach it to target creature you control. Untap that creature.
Equipped creature gets +1/+2 and has reach.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",Artifact — Equipment,"If the target creature becomes an illegal target, the Equipment remains on the battlefield unattached, and no creatures are untapped.Galadhrim Bow doesn't enter the battlefield attached to a creature. Instead, the Equipment enters the battlefield and then a triggered ability attaches it to a creature. You may cast Galadhrim Bow even if you don't control any creatures.",[],False
10630,7bcc7917-d2d3-5d2f-81fe-78041a2e8087,2015,J22,False,False,Flying,"Mizzix, Replica Rider","Flying
Whenever you cast a spell from anywhere other than your hand, you may pay {1}{U/R}. If you do, copy that spell and you may choose new targets for the copy. If the copy is a permanent spell, it gains haste and ""At the beginning of your end step, sacrifice this permanent."" (A copy of a permanent spell becomes a token.)",Legendary Creature — Goblin Wizard,"Any spell you cast will be copied if you pay the cost, not just one that requires targets.You may only pay the cost once, as the triggered ability resolves. You can't pay it more than once to get additional copies.If the copied spell is modal (that is, it says ""Choose one –"" or the like), the copy will have the same mode. You can't choose a different one.",[],False
10658,414521ac-f25b-58d3-ba5d-82790106f43f,2015,MOM,False,False,Ward,Seal from Existence,"Ward {3} (Whenever this enchantment becomes the target of a spell or ability an opponent controls, counter it unless that player pays {3}.)
When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.",Enchantment,"Seal from Existence’s last ability creates two one-shot effects: one that exiles the permanent when the ability resolves, and another that returns the exiled card to the battlefield immediately after Seal from Existence leaves the battlefield.Auras attached to the exiled permanent will be put into their owners’ graveyards. Equipment attached to an exiled creature will become unattached and remain on the battlefield. Any counters on the exiled permanent will cease to exist.In a multiplayer game, if Seal from Existence’s owner leaves the game, the exiled card will return to the battlefield. Because the one-shot effect that returns the card isn’t an ability that goes on the stack, it won’t cease to exist along with the leaving player’s spells and abilities on the stack.If Seal from Existence leaves the battlefield before its last ability resolves, the target permanent won’t be exiled.",[],False
10661,1caa011e-3b37-56a8-be67-a98323dc568e,2015,MOM,False,False,Defender,Karsus Depthguard,"Defender
As long as this creature's power is 5 or greater, it can attack as though it didn't have defender.",Creature — Lizard Warrior,"Once Karsus Depthguard has legally attacked, causing its last ability to not apply by reducing its power to 4 or less won’t cause it to stop attacking.",[],False
10671,b2c9b409-afbf-5adc-8b52-323aed61b483,2015,WOE,False,False,Role token,Eriette's Whisper,"Target opponent discards two cards. Create a Wicked Role token attached to up to one target creature you control. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1. When this token is put into a graveyard, each opponent loses 1 life.)",Sorcery,"If you don't choose a target creature, the Wicked Role token won't be created.",[],False
10672,5a286ada-73b5-5856-9c9c-27a042626a35,2015,MOM,False,False,"Incubate, Transform",Elvish Vatkeeper,"When this creature enters, incubate 2. (Create an Incubator token with two +1/+1 counters on it and ""{2}: Transform this token."" It transforms into a 0/0 Phyrexian artifact creature.)
{5}: Transform target Incubator token you control. Double the number of +1/+1 counters on it.",Creature — Phyrexian Elf,"The target Incubator token transforms before its +1/+1 counters are doubled, so anything that cares about +1/+1 counters being placed on a creature will see them being placed on the Phyrexian artifact creature.",[],False
10700,9c5743e3-6ccd-5049-bba3-56445bf06363,2015,MOM,False,False,"Flying, Transform, Crew","Invasion of Kaladesh // Aetherwing, Golden-Scale Flagship","Flying
Aetherwing's power is equal to the number of artifacts you control.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",Legendary Artifact — Vehicle,"As long as Aetherwing is still an artifact, its ability will count Aetherwing itself.",[],False
10703,9d26a474-3b3e-587b-ba8d-377bf5f95d68,2015,MOM,False,False,Transform,Invasion of Kylem // Valor's Reach Tag Team,"Create two 3/2 red and white Warrior creature tokens with ""Whenever this token and at least one other creature token attack, put a +1/+1 counter on this token.""",Sorcery,"The member of World's Greatest Valor's Reach Tag Team and the other creature token don't have to be attacking the same player, planeswalker, or battle for the ability to trigger.The tokens' triggered ability also works if a nontoken creature somehow gains it. For example, if a nontoken creature becomes a copy of the token and then attacks alongside a creature token, the ability will trigger.",[],False
10720,813a5a51-d2bb-52c7-8af0-3c39994a090d,2015,WHO,False,False,Still Point in Time,Lake Silencio,"Still Point in Time — All spells have split second. (As long as a spell with split second is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Whenever chaos ensues, Lake Silencio deals 6 damage to target creature an opponent controls. If a creature dealt damage this way would die this turn, exile it instead.",Plane — Earth,"If a triggered ability causes the planar controller to planeswalk away from Lake Silencio, its ability no longer gives spells split second and players can respond to spells and abilities as normal.",[],False
10723,48aa19dc-2718-59b1-b1a4-73ba302244d3,2015,MOM,False,False,"Flying, Vigilance",Drana and Linvala,"Flying, vigilance
Activated abilities of creatures your opponents control can't be activated.
Drana and Linvala has all activated abilities of all creatures your opponents control. You may spend mana as though it were mana of any color to activate those abilities.",Legendary Creature — Vampire Angel,"Drana and Linvala gains only activated abilities. It doesn’t gain triggered abilities or static abilities. Activated abilities contain a colon. They’re generally written “[Cost]: [Effect].” Some keywords are activated abilities; they have colons in their reminder texts.Once an ability has been activated, it doesn’t matter if Drana and Linvala loses that ability because the opposing creature with that ability leaves the battlefield (or, more optimistically, you gain control of it).If multiple players control a Drana and Linvala, exactly what abilities each of them has can get complex, based on what order they entered the battlefield. However, as none of those abilities can be activated, we won’t waste a lot of your time getting into it.If an activated ability references the creature that has it by name, treat Drana and Linvala’s version of that ability as though it referenced Drana and Linvala by name instead. For example, if an opponent controls Onakke Javelineer, Drana and Linvala has the ability “{T}: Drana and Linvala deals 2 damage to target player or battle.”",[],False
10724,4a3ce0d4-c3ee-54f2-965d-a1a39c759e9b,2015,SCD,False,False,Flying,Jubilant Skybonder,"Flying
Creatures you control with flying have ""Spells your opponents cast that target this creature cost {2} more to cast.""",Creature — Human Wizard,Jubilant Skybonder’s last ability applies to itself as long as it still has flying.An opponent’s spell that targets a single creature with flying you control more than once costs only {2} more to cast. An opponent’s spell that targets multiple creatures with flying you control costs {2} more for each of those creatures.,[],False
10748,35e251bf-e4b9-5bfe-8b54-04c4ad5cbd8e,2015,MOC,False,False,"Backup, Double strike, Dash",Death-Greeter's Champion,"Dash {3}{R} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)
Backup 1 (When this creature enters, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.)
Double strike",Creature — Human Warrior,"If a backup ability targets the creature with backup, that creature will get +1/+1 counters, but it won't gain additional abilities.The abilities that backup grants to the target creature are determined only once, at the time the ability triggers. They won't change if the permanent with backup loses any abilities before the backup ability resolves.",[],False
10756,0ac3a104-8c33-5ed1-b9ea-39053932ac70,2015,BIG,False,False,,Sandstorm Salvager,"When this creature enters, create a 3/3 colorless Golem artifact creature token.
{2}, {T}: Put a +1/+1 counter on each creature token you control. They gain trample until end of turn.",Creature — Human Artificer,"In the rare case where +1/+1 counters can’t be put on one or more creature tokens you control, those creature tokens still gain trample until end of turn.",[],False
10765,12c1f4ec-ec8d-50a0-9980-e91915084ba3,2015,WOE,False,False,Role token,Twisted Fealty,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.
Create a Wicked Role token attached to up to one target creature. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1. When this token is put into a graveyard, each opponent loses 1 life.)",Sorcery,"If you don't choose a second target for Twisted Fealty or that target is illegal as the spell resolves, the Wicked Role token won't be created.",[],False
10768,df9b840b-c755-54d2-b82a-cce4d9fdf14b,2015,LCI,False,False,,Ixalli's Lorekeeper,{T}: Add one mana of any color. Spend this mana only to cast a Dinosaur spell or activate an ability of a Dinosaur source.,Creature — Human Druid,"A ""Dinosaur source"" is any object with the creature type Dinosaur. This means you could spend the mana to activate an ability of a Dinosaur you control or a Dinosaur card in your hand or graveyard, for example.",[],False
10777,cc55f3e4-7a04-52b0-a4be-023ee6efec0c,2015,LTC,False,False,,"Bilbo, Birthday Celebrant","If you would gain life, you gain that much life plus 1 instead.
{2}{W}{B}{G}, {T}, Exile Bilbo: Search your library for any number of creature cards, put them onto the battlefield, then shuffle. Activate only if you have 111 or more life.",Legendary Creature — Halfling Rogue,"In a Two-Headed Giant game, life gained by your teammate won't cause Bilbo, Birthday Celebrant's first ability to apply, even though it will cause your team's life total to increase.Bilbo, Birthday Celebrant's first ability applies just once to each life-gaining event, no matter how much life is gained. If you gain an amount of life ""for each"" of something or ""equal to the number"" of something, that life is gained as one event and the ability of Bilbo, Birthday Celebrant applies only once.Each creature with lifelink dealing combat damage causes a separate life-gaining event. For example, if two creatures you control with lifelink deal combat damage at the same time, Bilbo, Birthday Celebrant's first ability will apply to those two events separately. However, if a single creature you control with lifelink deals combat damage to multiple creatures, players, and/or planeswalkers at the same time (perhaps because it has trample or was blocked by more than one creature), the ability will apply only once.If you somehow control two Bilbo, Birthday Celebrants and you would gain life, you gain that much life plus 2. A third Bilbo, Birthday Celebrant has you gain that much life plus 3, and so on.",[],False
10784,82e9fcb7-2e78-5cf3-aff0-c4aed5dc8e28,2015,WHO,False,False,Investigate,Antarctic Research Base,"When you planeswalk to Antarctic Research Base and at the beginning of your upkeep, investigate.
Whenever chaos ensues, put X +1/+1 counters on target creature you control, where X is the number of artifacts you control. It becomes a Plant in addition to its other types.",Plane — Earth,"If you control no artifacts for the chaos ability, you will still choose a target creature you control, and it will still become a Plant in addition to its other types.",[],False
10799,da0e250a-8c63-5cdd-9ac4-549af96fb39c,2015,MOM,False,False,Mill,Halo-Charged Skaab,"When this creature enters, each player mills two cards. Then you may put an instant, sorcery, or battle card from your graveyard on top of your library. (To mill two cards, a player puts the top two cards of their library into their graveyard.)",Creature — Zombie,"The card you put on top of your library, if any, may be one you just milled, or it can be one that was already in your graveyard.",[],False
10806,9db7fc73-b602-5ec6-83b9-a8a616404352,2015,ONE,False,False,,Hazardous Blast,Hazardous Blast deals 1 damage to each creature your opponents control. Creatures your opponents control can't block this turn.,Sorcery,Creatures your opponents control can't block the same turn Hazardous Blast resolves whether or not they were actually dealt damage by it. This includes creatures that entered the battlefield and permanents that became creatures after it resolved.,[],False
10810,2d2dc7fe-461a-5624-905b-216b43f63644,2015,WOE,False,False,,Charging Hooligan,"Whenever this creature attacks, it gets +1/+0 until end of turn for each attacking creature. If a Rat is attacking, this creature gains trample until end of turn.",Creature — Human Peasant,"Count the number of attacking creatures when Charging Hooligan's ability resolves, including Charging Hooligan itself, to determine the increase to its power.",[],False
10811,8461af88-7209-5107-9d80-dd290a94881a,2015,LCI,False,False,,Spelunking,"When this enchantment enters, draw a card, then you may put a land card from your hand onto the battlefield. If you put a Cave onto the battlefield this way, you gain 4 life.
Lands you control enter untapped.",Enchantment,"If Spelunking would enter the battlefield at the same time a land you control would enter the battlefield tapped, that land still enters the battlefield tapped.If a land has an ability that says it enters the battlefield tapped, you choose the order in which that ability's effect and Spelunking's effect apply. This means you can choose to have the land enter tapped or untapped. If a land you control is simply put onto the battlefield tapped without a replacement effect being applied, it always enters untapped if you control Spelunking.",[],False
10822,bade33e1-a75b-59ff-86ff-46d937e242f8,2015,ONE,False,False,,Aspirant's Ascent,"Until end of turn, target creature gets +1/+3 and gains flying and toxic 1. (Players dealt combat damage by that creature also get a poison counter.)",Instant,"Giving an attacking creature flying after it has become blocked will not cause it to become unblocked, even if the blocking creature can't normally block creatures with flying.",[],False
10825,456bf8d7-7a61-5dbe-84d9-e9f733f90214,2015,MOC,False,False,Bolster,The Great Aerie,"When you planeswalk to The Great Aerie and at the beginning of your upkeep, bolster 3. (Choose a creature with the least toughness among creatures you control and put three +1/+1 counters on it.)
Whenever chaos ensues, choose up to one target creature you control and up to one target creature an opponent controls. Each of those creatures deals damage equal to its toughness to the other.",Plane — Tarkir,"If you choose two target creatures for the chaos ability and either target is an illegal target as the ability tries to resolve, the ability won’t resolve and none of its effects will happen. Neither creature will deal or be dealt damage.You determine which creature to put counter(s) on as the spell or ability that instructs you to bolster resolves. That could be the creature with the bolster ability, if it’s still under your control and has the least toughness. If there’s a tie, you choose which creature gets the counter(s).Bolster itself doesn’t target any creature, though some spells and abilities that bolster may have other effects that target creatures.",[],False
